,article,date,comments
932,"피부 때문에 죽고싶어하는 사람도 있나요?여드름흉터 치료, 프락셀 부작용으로 흉측하게 변해버린 얼굴을 붙잡고 꾸역꾸역 살아온지도 7년이네요.그런데요, 이제는 조금 벅차요.피부 때문에 고통 받고 있는 사람들끼리 서로 의지할 수 있다면 좋을텐데",21/01/22 00:01,"['아이고 많이 속상하시겠어요 저도 사춘기 여드름때뭉에 얼굴에 큰 구멍 숭숭 나고 사고로 화상도 입어서 엄청 스트레스에요ㅠ 확실히 취업이나 친구 만날때도 첫인상은 피할 수 없으니까ㅠㅠ 하지만 이런갓도 받아주지 못한다면, 전 앞으로 꺼져라는 생각을 하고 있어요!!!!!!  힘내세요!! 쓰니분의 진가를 아는 사람들은 옆에 있고 반짝 반짝 빛나실 거에요 ㅎㅎ', '박지선님도 쓰니님이랑 비슷한 이유로 많이 힘들어하셨죠ㅠㅠㅠ 많이 안타깝죠..그치만 쓰니님은 꼭 이겨냈음 좋겠어요.. 제가 그 고통을 감히 헤아릴 수도 없고 힘내라고 뭐라 아무리 얘기해줘도 도움될 수 없다는 것 알아요... 지금 피부상태를 더 개선시켜줄 방법은 없는 건가요?', '그 돈많은 박지선 님도 사방팔방 치료 받기 위해 애썼을텐데 결국 포기하고 목숨을 끊으신거 보면 말 다했죠 뭐... 저도 하루하루 버티고 있답니다. 근데 박지선님 생각하면 너무 공감이 되고 제 미래를 보는거 같아서 두렵네요. 박지선님은 이제 편안하게 지내고 계시겠죠. 삶을 살아가는게 하루하루 투쟁이네요. 이제는 힘에 조금 부쳐요.', '제가 감히 괜찮다고 말은 못하겠네요.. 얼마나 힘드실까요... 지금까지 버텨오느라 너무너무 수고많으셨어요 솔직히 저는 제발 살아달라고 말하고 싶지만 정말 고통스러운 것임을 조금이라도 알기에.. 차마 그렇게 무책임하게 말을 못하겠어요ㅠㅠ 너무 슬퍼요 하지만.... 쓰니님은 너무나도 귀중한 한 생명이기때문에..  최선을 다해서 치료해보고 할 수 있는 데까지는 꼭 해서 이겨낼 수 있었으면 좋겠어요.. 정말 화이팅..!!!!', '익명3님 1년9개월의 시간이 흘렀네요. 잘 지내고 계신가요? 문득 힘들어서 썼던 글에 알지도 못하는 저를 위로해주시던 익3님이 감사해서 늦은 댓글 달아요.']"
933,너무 괴롭다. 하루하루 무의미하고 무기력하고..  여기저기 상처투성이 그냥 진짜 이젠 힘든지도 우울한지도 모르겠다 그냥 모르겠어,21/01/21 17:47,[]
934,2주만인가 다시 글 쓰러 왔어여전히 나와 같은 사람들이 많고진짜 죽고 싶다 나아진다 싶어도 머릿속에 죽고 싶다는 생각만 가득해 모든 게 싫고 나는 해낼 힘도 없이 무기력해 작은 일도 너무 크게 다가오고 객관적으로 바라볼 수가 없어,21/01/19 02:47,"['나도 정말 지금까지 힘들었는데.. 오늘은 이상하게 괜찮더라 이제는 괜찮은 날이 오히려 이상하고 두려울정도야ㅠ 내일 또 힘들어지면 어떡하지 걱정하게되고.. 그냥 어디 혼자 여행가서 편안하게 살고싶은? 그럼 마음이다ㅜ', '나도... 이젠 괜찮아도 곧 더 힘들 것 같아서 미리 무섭고 그래ㅜㅜ 나는 혼자 남으면 아무것도 안 하고 있다가 죽고 싶어....ㅜㅜ', '너가 지금 힘든 원인이 뭐라고 생각해 ㅠㅠ?', '딱히 모르겠어 원인이 있나...? 가족간 갈등 같은 거? 근데 심한 편도 아닌데 나만 신경쓰는 것 같아 그리고 불확실한 미래.. 걍 나만 변하면 되는데']"
935,앞이 캄캄하다..답답하다빨리 집에서 나와서 자취하고 싶다,21/01/18 17:15,[]
936,죽고싶어,21/01/17 21:06,[]
937,누가 제발 내안에 열등감 좀 칼로 도려내서 죽여주라 얼마나 아프든 얼마나 걸리든 없어지기만 한다면 그렇게 해줘 제발 너무 고통스러워 칼로 도려낼 수 없다면 칼로 찔러 죽여줘 내 몸이 피로 얼룩져도 상관없어 진짜 제발..,21/01/17 15:54,[]
938,다 부질없어굳이 뭘 위해 살아야 해?그냥 살고 싶지가 않아죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버러 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려  죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 쥭어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려 죽어버려,21/01/16 22:06,[]
939,사는 의미가 뭔지 모르겠어도살장에 끌려갈 날만 손꼽아 기다리는 기분이야당신 같으면 처형 당하기 전인데 쉴 수 있겠어?그냥 죽어버려의미가 없어,21/01/16 21:59,[]
940,글캠 근처에 추천하는 정신과 있을까진료 의뢰서 써주신대학교 가서도 꼭 치료 받으러 다니라는데 추천하는 곳 있으면 알려주라,21/01/14 12:36,[]
941,생각없이 행복하면 되는데 생각만 많고 죽고 싶다내가 너무 싫다,21/01/11 08:49,"['나두', '동감이야...ㅠ', '생각없이 행복할 수가 있을까? 행복은 욕구 해소에서 오는 걸']"
942,단 한 순간만이라도 내 자신을 사랑해보고싶다,21/01/10 14:48,[]
943,그냥 하나 둘 떠나가는 것 같아그냥 이렇게 살다그 전에 떠나가는 감정 더 이상 느끼지않게항상 웃는 표정이 아닌데 한 번 내 마음이었는데전부 다 떠나네 ..ㅋ,21/01/09 20:29,[]
944,진짜 거지같다... 그냥 내가 하고 싶은 전공도 아닌데 될꺼 같다는 생각 하나만으로 밀고 갔는데 결과가 이러니까 정말 내가 내 자신한테 한심하다... 걍 다 때려치고 싶다...,21/01/09 11:57,"['꼭 그 길만 걸으라는 법은 없으니까.. 다 괜찮아질거야', '감사합니다ㅠㅠㅠㅠ', '그 얘기가 듣고 싶었어요 ㅠㅠㅠㅠ']"
945,"그냥 다 포기하고 싶다서울 살이 시작한지 그리고 홀로서기 시작한지시간은 꽤 되었는데, 되돌아가기엔 자존심 상하고 해결될 것 같지않고, 홀로서기 할 수록 피폐해진다벽만 계속 쌓아두다 어제 못하는 술 한 병 마시고 잤다그 감정마냥 잠은 오는데, 머리는 깨어있네그냥 모든게 증오 스럽다 생각하다가도 정신차리자생각하게끔 되돌아오는 내가 진짜 싫다",21/01/09 11:45,[]
946,난 혼자다..,21/01/08 23:22,['그래도 여기 혼자인 사람들이 모여있어']
947,그냥 잘못 살아온 것 같아 내가 다 망친 것 같아나는 어떻게든 잘하려고 해왔던 것 같은데결국 이 모든 게 내가 나를 망쳐온 것 같아그냥 미래도 모르겠고 과거가 후회만 되고이렇게 살아서 뭐하나 싶다죽는 건 무서워서 못하는데 그래서 살 수밖에 없는데그래도 죽고 싶다,21/01/05 20:58,[]
948,웃고 싶지 않을 땐 안 웃고 싶어언제부터 이걸 벗을 수 없게 됐는지도 모르겠어입가가 떨릴 정도로 억지웃음을 짓는 내가 혐오스러워그렇다고 어릴적처럼 차갑고 무뚝뚝하고 겉도는 사람이 되고 싶지 않은걸,21/01/03 02:10,['로시-stars 들어봐']
949,"자해 상처를 보고있으면 마음이 안정돼마음의 상처는 눈으로 안 보이지만 몸의 상처는 눈에 보이잖아아, 내가 이만큼 아프구나 하고 나 스스로 알아주는 거야어짜피 아무한테도 말못할 우울이니까 나라도 이해해주려고",21/01/02 04:58,"['나도', '나도']"
950,나 내가 여기에 글 쓸 거라곤 상상도 못했어......8년째 무기력했던 게 우울해서 그랬다고는 진짜 상상도 못했는데 나 우울하고 살고 싶지 않아서 그랬구나그리고 나는 자기애가 많은줄 알고 살았는데 나를 싫어하고 살아있을 가치만 저울질하고 살았구나다음 주에 병원 가기로 했어... 나 너무 우울해안녕 다들,21/01/01 21:48,[]
951,"작년 1월 1일에 새해 첫 날부터 우울하다고, 이제 그만 아프고 싶다고 글 올렸었는데...올해 1월 1일도 역시 우울해 자해까지 했어 이 병은 평생인가봐",21/01/01 18:11,['그래도 2020년 지나서 2021년 새해를 맞았잖아 올 봄에도 잔디가 돋아날거고 벚꽃이 필텐데 솔직히 예쁘긴 예쁘지 여름에는 맛있는 과일이 얼마나 많을까 가을에는 하늘 진짜 예쁘겠지 올 봄에는 마스크 못 벗을 것 같은데 22년 봄에는 벚꽃놀이 가자']
952,삶의 모든 일들이 해도 괴롭고 안해도 괴로우니 아무것도 할 수 없고 할 필요도 없는 죽음이 너무 고프다,20/12/31 18:46,[]
953,"우와 진짜 기분 십창이다 오빠한테 쓸데없는 일로 폭언 들어서 나는 엉엉 울면서 밖에서 삼십분동안 떨다 들어왔는데 너무 속상해서 엄마한테 오빠한테 말하지 말라하고 하소연했거든 맨날 엄마가 오빠랑 사이좋게 지내라고 해서.,남는거 혈육밖에 없다고 근데 오빠가 아침에 사오라고 했던 소고기 스테이크 구워서 아무리 그래도 말을 글케 하면 어떡하냐고 핀잔주냐고 둘이 구워먹고 앉아있네 하하호호 웃으면서 둘이 농담하고나는 펑펑 울면서 전화했는데 별로 내 걱정은 안했나봐당연하겠지 나는 공부도 못하는 찐따새끼고 오빠는 삼성 다니거든 ㅋㅋ 진짜 진지하게 자살 말린다 내가 사라지면 완벽할텐데",20/12/29 21:47,"['엄마한테 그냥 앞으로 나한테 오빠 칭찬이고 나발이고 하지말라고 한 말이고 뭐 거창하게 혼내기를 바란 적도 없는데 둘이 하하호호 웃으면서 스테이크 먹는 거 보니까 진짜 우울하다', '나는 옛날에 오빠한테 살려주세요 소리 나올때까지 맞아보고 가슴 멍울 터져서 피멍도 들어봤는데 그런 오빠는 아빠한테 피터지게 맞아서 엄마는 오빠 동정하느냐 나한테는 한번도 괜찮냐고 말한적이 없음 오빠가 잘못했다고 한 적도', '나도 오빠가 나보다 더 심하게 맞은 거 알거든 근데 그래서 나도 오빠한테 맞아서 너무 아팠다고 나도 좀 불쌍해해줬음 좋겠다는게 이렇게 어려운 일인줄 몰랐음 진짜 비참해 집안일은 내가 다 돕고 애교를 암만 떨고 뭘 해도 나는 그냥 이 집안의 시년가봐', '오빠는 진짜 웃기겠다 밖에서 뭐하다오나 했더니 엄마한테 꼰지르고 오는거였구나 찐따새끼같은 생각이나 하겠지', '속상하겠어ㅠㅠ']"
954,눈을 감기가 싫다 그 다음도 이렇게 지옥같을 걸 알기에,20/12/29 01:44,[]
955,"내일아침이없었으면,눈뜨지않았으면,제발,제발,눈뜨지않았으면,제발",20/12/27 00:43,[]
956,"우울증 약을 처음 먹었는데, 거의 이틀 내리 잠만 잤어...이게 약 때문인거야? 잠깐 깼을 때도 잠이 쏟아지고 몸이 내몸이 아닌 것처럼 느릿느릿 움직이더라 ㅠㅠ..",20/12/26 11:48,"['이틀내리 잠만 잔 건 모르겠지만 느릿느릿 몽롱해지긴 하더라... 약 잘 안 맞고 힘들면 말씀 드려 약 조절해주시더라', '응응 고마워 그래볼려구 그리고 병원에서 바로 약을 주셔서 어떤 약인지 안써져있는데 여쭤보면 알려주시려나??', '웅 알려주실 거 같아 나도 알려주심아니면 네이버에 약 모양이랑 거기 적힌 영문으로 검색해서 찾을 수 있어', '아하 고마워!!!', '나도 그랬는데 몇번 약 바꾸니까 괜찮어졌어 좀만 힘내봐 화이팅!', '땡큐땡큐!!']"
957,아무런 기력도 없는데 잠도 안 와,20/12/25 16:09,[]
958,"난 내가 우울증이 생길 거라곤 생각도 못했는데, 생긴다 해도 가족이 있으니까 괜찮을 거라 생각했는데어쩌다 보니 가족도 타인이라서 날 온전히 공감할 수 없다는 걸 알게 되고 우울증상이 더 심해졌다이제 더 이상 의지할 데가 없어",20/12/25 05:24,['ㅠㅠㅠㅠ나도그래']
959,오늘 생일인데 선물로 죽음을 받았으면 좋겠어.,20/12/23 19:42,[]
960,일상생활 중 예고도 없이 찾아오는 우울은 답도 없다급격하게 무기력해지고 모든 것을 포기하고싶어져괜찮아진 줄 알았는데 아닌가봐,20/12/23 00:35,['나만 그런 게 아니었구나 ㅋㅋ']
961,짝사랑때문에 죽고싶을정도로 우울해 이건 여기다 써야할까 연애상담 게시판에 써야할까,20/12/22 00:28,['누구야 어떤 놈/년이야 ㅅㅂ 확그냥']
962,병원... 가보려고 그랬는데 처음 오신분은 안받는대서 허무하게 나왔다 진짜 너무 힘들고 죽을것같아서 가보고 싶었는데 혼자서는 도저히 이겨내기 힘들고 약물치료 받으면 좀 나아질까 해서 갔는데 물론 월요일에 가보면 될일이기는 하고 그냥 넘길만한건데 왜 이렇게 이게 서럽게 다가오는지 진짜 이건 아픈게 맞는거구나 싶다 살아서 뭐하지 진짜 그냥 나가 죽어버렸으면,20/12/19 11:59,"['힘내 그거 병맞고 치료해서 나을수 있는거 맞으니까 조금만 더 참았다가 병원가서 약 처방받고 나아졌음좋겠다 조금만 더 견뎌', '나도 비슷했어 전화해서 예약할 수 있냐고 물어봤는데 오늘은 예약 다 찼다면서 바로 끊더라 얼마나 오랫동안 죽을만큼 힘들어하다 용기낸건데 병원들어가지도 못하는건....정말 나 죽으라고 등떠미는 기분이더라 그 뒤로 또 그런일 있으면 정말 죽을 것 같아서 아직도 병원가기는 무섭지만 그래도 어떻게 살고는 있어 우리는 병원에 가겠다고 일어나는 거 자체가 참 큰 결심이고 고통이잖아 수고했어 그래도 너가 조금만 더 버텨서 병원 꼭 가봤으면 좋겠어 나도 무섭긴하지만 너무 가고 싶거든']"
963,"우울증 여자애 만나보고 쓰는 후기겸 편지? 독백? 진짜 나까지 한없이 부정적이고 우울해지게 됐었지 술없이 못 살고 자기파괴하고 또 외모는 뛰어나서 ㅂs같은 남자애들은 맨날 만나오고ㅋ 근데 속이 너무 여리고 착하고 개념도 있고 힘들어하는 게 보이니까 내가 싫어하는 유형인데도 내 오만으로 구원이 되고 싶었고 결국 포기했지 그냥 자기가 그렇게 살다가 죽고싶은 마음이 너무 강하고 헤어나올 욕구도 없는 애한테 투자하긴 싫더라 너는 병원도 못 가고 있어서 모르겠지만 그거 우울증말기고 너 진짜 자살이 눈앞에 온 단계야 얼마 전 새벽에 숨이 안 쉬어진다고 그 추운 날 잠옷만 입고 울면서 우리집에서 와서 도와달라고 한 것도 봤고 자해하고서 나한테 도와달라고 한 것도 봤어  부모님은 우울의 원인이고 남친도 못 믿겠지 너가 관심끌고 싶어서 거짓말할 애는 아니란 거 알아 아니 어쩌면 맞을 수도 있겠지만 내가 아는 넌 조용히 죽을 애니까  근데 내가 받았던 조건없는 사랑과 신뢰라는 게 완벽히 결여되어서 뭔지도 모르고 그냥 사랑에 너무 목말라있는 너한테 그게 뭔지 알려주고 싶어서 먼저 손 뻗었던 건데 거절은 너가 했었고.. 근데 한편으론 고교도 자퇴해서 글도 못 쓰는 게 내가 포기를 선언할 때, 나없으면 당장이라도 죽을 애가 자기 상태도 모르면서 잡지도 않고 나랑 있었던 게 제일 안정되고 행복했었다며 고마움만을 표현하며 쓴 장문이 너무 야속한데 자꾸만 생각나서 그 지옥 속으로 같이 들어가고 싶게한다 그냥 이성은 우울증 환자가 순간적인 애정욕구때문에 쓴 거라고 치부하고픈데 너는 거절마저도 잔인하게 솔직했어서 누구보다 이성적이라고 자부하는 내 감정을 건들여 너의 심장속 가시를 기꺼이 받아낼 자신도 없고 그만큼 널 좋아하지도 않아 단지 너의 본체가 난 마음에 드는데 ㅈ같은 환경때문에 그따구로 사는 게 싫어 이건 내가 후회할 선택이란 거 너무 잘 알아 넌 결국 또 아무 미래를 그리지 않고 ㅂㅅ들 만나서 연애한다고 하겠지 그래서 그냥 나도 너의 외모나 몸을 원한다고 자신을 합리화할꺼야 좋아하기 싫어 그냥 너가 죽을 때 나라는 사람도 기억에 남았으면 해",20/12/17 22:24,"['삭제된 댓글입니다.', '나 누구보다 냉정한 편이고 가족도 맘에 안 들면 손절할 수 있는 애거든 나도 여자 많이 만나봐서 애정결핍 우울증 인간상 뭔지 알아 근데 얘는 그래도 자기 감정에 빠지진 않고 이성적으로 남친도 그냥 사랑한다 말해주는 도구일 뿐이라고 보는 애야ㅋㅋㅋㅋㅋㅋ 진지한 만남이 싫고 영향끼치는 게 싫어서 병신같은 애들만 만났고 내 도움은 거절했던 거고... 후 나도 진짜 이성적인 애라서 특별하다 생각하지 않고 우울증 환자중 하나일뿐이라고 보려는데 내가 심리학쪽 많이 알아서 보이거든 얘는 지금 나없으면 정말 죽을 것 같아 지가 병원을 안 가는 거지ㅋ 누구 죽어도 상관 안 쓰는데 그냥 자기 몸만 원해도 되고 질리면 떠나도 되니까 그전까지만 옆에 있어달라고 처절하게 말하니까 외면할 수가 없더라 ㅋㅋㅋㅋㅋ 나도 너가 쓴 글이 100프로 맞다고는 생각한다..', '난 얘랑 사귈 생각은 절대 없어 얘 남친은 도구로써 계속 필요하거든 그래도 하면 안되려나', 'ㅋㅋㅋ깊은 인간관계가 나빼고 아무도 없고 안 만들어 근데 지 예쁘다해줄 애는 필요하고 외모 좋으니까 양아치 남자애들 이용하는 거고 난 오히려 이런 점이 맘에 들어 그걸 찐사랑이라고 하는 멍청한 애면 걸렀지 나랑의 관계는 좀 정의하기 힘드네 남친은 따로 있고 친구라기엔 할 거 다 했고 파트너라고 하기엔 정서적 교류가 너무 깊고ㅋㅋㅋ 모르겠다 병원은 후 말을 안 들어... ㄹㅇ.. 뭐라해야 가냐 돈은 자기도 있고 같이 가준다고도 하는데 그냥 의사는 한 번 가봤는데 도움이 안 된다고 내가 더 치유된다고 해 시ㅂ..... 지도 너가 원하면 같이 가줄 수는 있는데 아무 도움 안 될꺼라 말하고 약에 대한 거부감도 너무 커서 소용없을 것 같아 내가 감정적이지도 않고 멘탈 워낙 강해서 그냥 서로 이용하는 관계라고 자기합리화하고 만나는데 어떻게 해야할 지 모르겠다', '약이 자기 정신을 컨트롤하는 것 같아서 자기 자신이 사라지는 것 같다나 뭐라나 개소리 많이해', '삭제된 댓글입니다.', 'ㅋㅋ어떤 맥락에서', '시적 표현이야..? 잘 모르겠네ㅋㅋㅋㅋ  그냥 정서적으로 쉴만한 곳이 없었던 애긴 해', '근데 죽을거같아보이면 그애부모님한테라도 말해서 병원진료받아봐야하는거아냐..?', '부모님이 우울증의 원인이야 그리고 부모님이 정신과진료 완전 반대하셔', '내가 보기에 너도 그 도구중 하나로 보이는 것 같은데 .. 너가 걔를 좋아해서 안그렇다 생각하는 거 같아 우울증 환자 생각보다 별거 없음']"
